"Company Name","El nombre de tu compañía"
"Connection failed! Test again?","Error de conexión ¿Desea hacer la prueba nuevamente?"
"Connection","Conexión"
"Contact our sales team","Contacte con nuestro equipo de ventas"
"Copy & Paste the WebhooksKeySecret immediately","Inmediatamente copie y pegue WebhooksKeySecret"
"Create a test account","Crear una cuenta de prueba"
"Credit Cards (iFrame)","Tarjeta de crédito"
"Custom Return URL","URL de devolución personalizada"
"Debug","Depurar"
"Debug","Depurar"
"Default Order Status","Estado de pedido predeterminado"
"Default value: every 5 minutes. <a href=""http://crontab.guru/"" target=""_blank"">Need help?</a>","Valor predeterminado: cada 5 minutos. <a href=""http://crontab.guru/"" target=""_blank"">¿Necesita ayuda?</a>"
"Diners Club","Diners Club"
"Enable 3-D Secure Authentication","Habilitar la autenticación segura 3D"
"Enable Module","Habilitar módulo"
"Enable Payment","Habilitar pago"
"Enable Saved Payment (Vault)","Habilitar pago guardado (almacén)"
"Enable Vault for Card Payments","Habilitar almacén para pagos con tarjeta"
"Enabling this option will make sure the customer performs a “Strong Customer Authentication” and hence enforces a “challenge” 3DS flow.","Al habilitar esta opción, se asegurará de que el cliente realice una Strong Customer Authentication y, por lo tanto, aplique un flujo 3DS de „challenge“."
"ending","finalizando"
"Enforce Strong Customer Authentication for Every Payment","Hacer cumplir la autenticación sólida del cliente para cada pago"
"Environment Mode","Modo de entorno"
"expires","vence"
"Fallback Timeout Limit","Límite de tiempo de espera de reserva"
"Fallback Timeout","Tiempo de espera de reserva"
"Final Authorization","Autorización final"
"For extension support, please, visit the <a href=""%1"" target=""_blank"">support site</a>.","Para obtener ayuda sobre la extensión, visite el <a href=""%1"" target=""_blank"">sitio de asistencia técnica</a>."
"Fraud Information","Información de fraude"
"General Information","Información general"
"General","General"
"Get in touch","Póngase en contacto con nosotros"
"Get surcharge amount","Obtener monto de recargo"
"Go to Configuration > Technical information > API settings > Webhooks Configuration","Vaya a Configuración > Información técnica >  Parámetros API > Configuración de ganchos web"
"Hosted Checkout (Redirect to Worldline)","Finalización de la compra alojada"
"HTML Template ID","Id. de plantilla HTML"
"If the payment process is failed, change the order status after the specified time in ""Fallback Timeout"" till the value specified in this field.<br/>In other words, the request will be executed during the specified time limit.","Si el proceso de pago produce un error, cambie el estado del pedido después del tiempo especificado en ""Tiempo de espera de reserva"" hasta que el valor especificado aparezca en este campo.<br/>En otros términos, la solicitud se ejecutará durante el límite de tiempo especificado."
"If the payment process is failed, change the order status after the specified time.","Si el proceso de pago produce un error, cambie el estado del pedido después del tiempo especificado."
"If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth.","Si el ajuste está activado y el importe del pedido es inferior a 30 euros, no se pedirá al cliente que pase por 3DS auth."
"If you want to leave any feature suggestions, feel free to fill in the form.","Si desea proponer una nueva característica, no dude en completar el formulario."
"If you would like to propose a new feature, feel free to fill in the form.","Si desea proponer una nueva característica, no dude en completar el formulario."
"In ""Endpoints URLs"", paste the Webhooks URL of your store - see below","En ""URL de puntos finales"", pegue la URL de los ganchos web de su tienda, vea a continuación"
"Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border.","Aumente las tasas de conversión ofreciendo a sus clientes sus métodos de pago preferidos. Implante rápidamente las mejores soluciones de pago, atendiendo al mismo tiempo a necesidades clave como la prevención del fraude, el análisis de datos, la seguridad y el cumplimiento normativo, ya sea local o transfronterizo."
"JCB","JCB"
"Key","Clave"
"label","etiqueta"
"Maestro","Maestro"
"Magento Version","versión Magento"
"Mastercard","Mastercard"
"Maximum Order Total","Total máximo de pedido"
"Merchant ID (PSPID)","Id. de comerciante (PSPID)"
"Message","Mensaje"
"Message","mensaje"
"Minimum Order Total","Total mínimo de pedido"
"No authorization transaction to proceed capture.","No hay transacción de autorización para proceder con la captura."
"No payment method","No hay método de pago"
"No public_hash provided","No se proporcionó public_hash"
"No","No"
"Not AJAX","No AJAX"
"Order %1 - Check the payment","Pedido XXXX - Comprobar el pago"
"Order processed successfully by webhook. WorldLine status: %1.","El pedido se procesó con éxito a través del gancho web. Estado de WorldLine: %1."
"Order Status Updater","Actualizador de estado de pedido"
"Payment Action","Acción de pago"
"Payment from Applicable Countries","Pago de países aplicables"
"Payment from Applicable Currencies","Pago de monedas aplicables"
"Payment from Applicable Customer Groups","Pago de grupos de clientes aplicables"
"Payment from Specific Countries","Pago de países específicos"
"Payment from Specific Currencies","Pago de monedas específicas"
"Payment from Specific Customer Groups","Pago de grupos de clientes específicos"
"Payment Methods","Métodos de pago"
"Place Order","Realizar pedido"
"Please <a href=""%1"">Contact us</a> in case you don\'t receive the confirmation within %2 minutes.","No dude en ponerse <a href=""%1"">en contacto</a> con nosotros si no recibe este correo electrónico en los próximos %2 minutos."
"Please correct the sent data.","Corrija los datos enviados."
"Please explain how our payment plugin can be further improved","Explique cómo se puede mejorar aún más nuestro complemento de pago"
"Please note that 3-D Secure and PWA settings can now be <a href=""%1"">configured globally</a> for all Worldline payment methods. Feel free to review these if needed.","Tenga en cuenta que los ajustes de 3-D Secure ahora se pueden <a href=""%1"">configurar globalmente</a> para todos los métodos de pago de Worldline. Siéntase libre de revisarlos si es necesario."
"Please note that a surcharge may be added to the amount you have to pay depending on the payment method you have chosen.","Tenga en cuenta que se puede agregar un recargo a la cantidad que debe pagar según el método de pago que haya elegido."
"Please use one of the following extensions : html, htm, dhtml","Utilice una de las siguientes extensiones : html, htm, dhtml"
"Please wait, the payment is being processed...","Please wait, the payment is being processed..."
"Please, <a href=""%1"">click here</a> to proceed.","<a href=""%1"">Haga clic aquí</a> para continuar."
"Plugin Version","versión Magento"
"Pre-Authorization","Preautorización"
"Production API URL","URL de producción de API"
"Production","Producción"
"Request 3DS Exemption","Solicitar exención de 3DS"
"Request a new feature","Solicitar una nueva característica"
"Request Authentication Exemption for Low-value Baskets","Solicitar exención de autenticación para cestas de bajo valor"
"Required parameter ""worldline"" for ""payment_method"" is missing.","Falta el parámetro requerido ""worldline"" para ""payment_method""."
"Saved Payment Sort order","Orden de pago guardado"
"Saved Payment Title","Título de pago guardado"
"Schedule (Cron Syntax)","Cronograma (sintaxis cron)"
"Secret Key","Clave secreta"
"Should be set only if you use PWA Studio or any other 3rd party frontend.","Se debe establecer únicamente si utiliza PWA Studio o cualquier otro frontend de terceros."
"Skip 3DSecure Authentication","Omitir la autenticación 3DSecure"
"Skip 3DSecure Authentication","Omitir la autenticación 3DSecure"
"Sorry, but something went wrong","Lamentablemente, se produjo algún error"
"Sort","Ordenar"
"Specific Countries","Países específicos"
"Specific Currencies","Monedas específicas"
"Specific Customer Groups","Grupos de clientes específicos"
"Specify fallback timeout in minutes.","Especificar el tiempo de espera de reserva en minutos."
"Specify fallback timeout limit in hours.","Especificar el límite de tiempo de espera de reserva en horas."
"Submit Customer Cart Items Data to Worldline","Enviar datos de artículos del carrito del cliente a Worldline"
"Submit","Entregar"
"Submit","Entregar"
"Successful! Test again?","¡Correcto! ¿Desea hacer la prueba nuevamente?"
"Surcharging amount must not be less than zero.","El importe del recargo no debe ser inferior a cero."
"Surcharging amount must not be more than remaining value.","El monto del recargo no debe ser mayor que el valor restante."
"Surcharging will allow you to ask an additional amount to your customer based on the card used. Note that this feature will only work in Australia.","El recargo te permitirá pedir un importe adicional a tu cliente en función de la tarjeta utilizada. Tenga en cuenta que esta función solo funcionará en Australia."
"Surcharging","Recargo"
"Test Connection","Probar conexión"
"Test","Prueba"
"Testing API URL","URL de lAPI de prueba"
"Thank you for your order %1.","Gracias por tu pedido %1."
"The cart isn't active.","The cart is not active."
"The current customer isn't authorized.","El cliente actual no está autorizado."
"The identifier of your Worldline account","El identificador de tu cuenta Worldline"
"The latest version of the plugin is %1. Check for any updates.","La última versión del plugin es la %1. Compruebe si hay actualizaciones."
"The payment has failed, please, try again","El pago ha producido un error, intente nuevamente"
"This option should not be turned off if the merchant is based in a EU country","Esta opción no debe desactivarse si el comerciante se encuentra en un país de la UE"
"This URL must be specified in the worldline admin panel","Esta URL debe especificarse en el panel de administración de Worldline"
"This URL must be specified in the Worldline admin panel","Esta URL debe especificarse en el panel de administración de Worldline."
"Title","Título"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Para recuperar las credenciales de los ganchos web, inicie sesión en Worldline Back Office."
"Trigger an Authentication for Every Payment","Active una Autenticación para Cada Pago"
"Use system value","Usar valor del sistema"
"Visa","Visa"
"Visit our support site","Visite nuestro sitio de asistencia"
"Waiting for payment confirmation","Esperando confirmación de pago"
"Waiting Time","Tiempo de espera"
"Webhook URL","URL de los ganchos web"
"Webhook","Gancho web"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","Con una cuenta de prueba, puede desarrollar su sitio web e irrigar nuestro sistema de pago a su propio ritmo. En nuestro entorno de prueba, puede realizar transacciones de prueba con la confianza y tranquilidad de que ninguna transacción se va a realizar realmente."
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","Con décadas de experiencia y expertos especializados en cada campo, Worldline ofrece la solución ideal para su empresa. Como líderes en innovación, somos compatibles con las últimas tecnologías de pago y podemos responder a todas sus preguntas relacionadas con sus actividades empresariales."
"Worldline Online Payments configuration is located under the dedicated configuration section.","La configuración de Worldline Online Payments se encuentra debajo de la sección exclusiva de configuración."
"Worldline online payments version %1","Pagos en línea Worldline versión %1"
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","El reembolso de WorldLine ha producido un error. Por favor, contáctese con el proveedor."
"Yes","Sí"
"Your company name","El nombre de tu compañía"
"Your order is still being processed and you will receive a confirmation e-mail.","Su pedido aún se está procesando y recibirá un correo electrónico de confirmación."
"Your payment couldn't be completed, please try again","Su pago no se pudo completar, por favor inténtelo de nuevo"
"Your payment is being processed","Su pago está siendo procesado"
Authentication status,Estado de autenticación
Exemption,Exención
Liability,Responsabilidad
Result,Resultado
"There are some cases when an order can not be created after a successful payment. E.g. if there is 1 product and several customers are trying to buy it. For the first buyer, the order will be created, and the rest will receive a refund (if the setting is set to yes) as the item is out of stock already.","Hay algunos casos en los que no se puede crear un pedido después de un pago exitoso. P.ej. si hay 1 producto y varios clientes están tratando de comprarlo. Para el primer comprador, se creará el pedido y el resto recibirá un reembolso (si la configuración se establece en sí) ya que el artículo ya está agotado."
"Enable Auto Refund If Order Creation Is Failed","Habilite el reembolso automático si falla la creación del pedido"
"Sender","Remitente"
"Enable","Permitir"
"Recipient","Destinatario"
"Payment Refused Email Template","Plantilla de correo electrónico de pago rechazado"
"Failed Orders Notification","Notificación de pedidos fallidos"
"Auto Refund For Out Of Stock Orders","Reembolso automático para pedidos agotados"
"Enable this option in order to be informed when an order could not be created. This can happen for instance when an item is out of stock.","Habilite esta opción para ser informado cuando no se pudo crear un pedido. Esto puede suceder, por ejemplo, cuando un artículo está agotado."
"Enable Sending Payment Refused Emails","Habilitar el envío de correos electrónicos de pago rechazado"
"With a test account, safely perform test transactions to validate your payments integration with Worldline, giving you confidence that everything is working as expected before going Live.","Con una cuenta de prueba, realice transacciones de prueba de manera segura para validar su integración de pagos con Worldline, lo que le brinda la confianza de que todo funciona como se espera antes de que se active."
"Ready to go Live?","¿Listo para ir a vivir?"
"Get in touch with our sales team to create a Live account.","Póngase en contacto con nuestro equipo de ventas para crear una cuenta en vivo."
"Check our documentation","Consulta nuestra documentación"
"Browse our Magento documentation.","Explore nuestra documentación de Magento."
"Check our Magento doc","Consulte nuestro documento de Magento"
"Browse our support site to keep up to date with the latest features and payment trends.","Explore nuestro sitio de soporte para mantenerse al día con las últimas funciones y tendencias de pago."
"Check our support site","Consulte nuestro sitio de soporte"
"Are you encountering issues? You have questions about our plugin or other Worldline products?","¿Estás encontrando problemas? ¿Tiene preguntas sobre nuestro complemento u otros productos de Worldline?"
"Contact our support team","Póngase en contacto con nuestro equipo de soporte"
"Feel we could do better with our Magento plugin?","¿Sientes que podríamos hacerlo mejor con nuestro complemento de Magento?"
"Suggest a new feature","Sugerir una nueva característica"
"Currently installed version of the Worldline Online Payments plugin is <b>%1</b>","La versión actualmente instalada del complemento Worldline Online Payments es <b>%1</b>"
"The latest version of the plugin is <b>%1</b>.","La última versión del complemento es <b>%1</b>."
"Check latest updates","Consulta las últimas actualizaciones"
