"Skip 3DSecure Authentication","Salta l'autenticazione 3DSecure"
"Sorry, but something went wrong","Spiacente, ma qualcosa non ha funzionato"
"Sort","Ordina"
"Specific Countries","Paesi specifici"
"Specific Currencies","Valute specifiche"
"Specific Customer Groups","Gruppi di clienti specifici"
"Specify fallback timeout in minutes.","Specifica il timeout di fallback in minuti."
"Specify fallback timeout limit in hours.","Specifica il timeout di fallback in minuti."
"Submit Customer Cart Items Data to Worldline","Invia i dati degli articoli del carrello del cliente a Worldline"
"Successful! Test again?","Eseguito con successo! Provare di nuovo?"
"Test Connection","Connessione di prova"
"Test","Di prova"
"Testing API URL","URL dell'API di prova"
"The current customer isn't authorized.","Il cliente corrente non è autorizzato."
"The payment has failed, please, try again","Il pagamento non è riuscito. Riprovare"
"This option should not be turned off if the merchant is based in a EU country","Questa opzione non dovrebbe essere disattivata se il merchant ha sede in un paese UE"
"This URL must be specified in the worldline admin panel","È necessario specificare questo URL nel pannello di amministrazione di Worldline"
"This URL must be specified in the Worldline admin panel","È necessario specificare questo URL nel pannello di amministrazione di Worldline"
"Title","Titolo"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Per recuperare le credenziali webhook, eseguire il login a Worldline Back Office."
"Use system value","Usa valore di sistema"
"Visa","Visa"
"Waiting Time","Tempo di attesa"
"Webhook URL","URL webhook"
"Webhook","Webhook"
"Worldline Online Payments configuration is located under the dedicated configuration section.","La configurazione di Worldline Online Payments (Pagamenti Worldline Online) si trova nell'apposita sezione di configurazione."
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","Rimborso WorldLine non riuscito. Contattare il provider."
"Yes","Sí"
"Your payment couldn't be completed, please try again","Impossibile completare il pagamento, riprova"
"Please use one of the following extensions : html, htm, dhtml","Si prega di utilizzare una delle seguenti estensioni : html, htm, dhtml"
"Thank you for your order %1.","Grazie per il tuo ordine %1"
"Your order is still being processed and you will receive a confirmation e-mail.","Il tuo ordine è ancora in fase di elaborazione e riceverai un'e-mail di conferma."
"Please <a href=""%1"">Contact us</a> in case you don\'t receive the confirmation within %2 minutes.","Non esitare a <a href=""%1"">contattarci</a> se non ricevi questa email entro i prossimi %2 minuti."
"Waiting for payment confirmation","In attesa di conferma del pagamento"
"Please wait, the payment is being processed...","Si prega di attendere, il pagamento è in elaborazione..."
"The cart isn't active.","The cart is not active."
"Your payment is being processed","Il tuo pagamento è in fase di elaborazione"
"Order %1 - Check the payment","Ordine XXXX - Controlla il pagamento"
"Trigger an Authentication for Every Payment","Attiva un'Autenticazione per Ogni Pagamento"
"Request 3DS Exemption","Richiedi l'esenzione 3DS"
"Enabling this option will make sure the customer performs a “Strong Customer Authentication” and hence enforces a “challenge” 3DS flow.","L'abilitazione di questa opzione assicurerà che il cliente esegua una „Strong Customer Authentication“ e quindi applichi un flusso 3DS di „challenge“."
"Fraud Information","Informazioni sulle frodi"
Result,Risultato
Liability,Responsabilità
Exemption,Esenzione
Authentication status,Stato di autenticazione
"If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth.","Se l'impostazione è attivata e l'importo dell'ordine è inferiore a 30 euro, al cliente non verrà chiesto di passare attraverso l'autenticazione 3DS."
"About Worldline","A proposito di Worldline"
"Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border.","Aumenta i tassi di conversione offrendo ai tuoi clienti i loro metodi di pagamento preferiti. Implementa rapidamente le migliori soluzioni di pagamento, soddisfacendo al contempo esigenze chiave come prevenzione delle frodi, analisi dei dati, sicurezza e conformità, sia locali che transfrontaliere."
"Create a test account","Crea un account di prova"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","Con un account di prova, puoi sviluppare il tuo sito web e irriga il nostro sistema di pagamento al tuo ritmo. Nel nostro ambiente di test, esegui transazioni di prova con la sicurezza e la tranquillità che nessuna transazione verrà effettivamente eseguita."
"Check out documentation","Consulta la documentazione"
"Browse our API reference, our documentation and keep yourself up to date with the latest payment trends.","Sfoglia il nostro riferimento API, la nostra documentazione e tieniti aggiornato sulle ultime tendenze di pagamento."
"Visit our support site","Visita il nostro sito di supporto"
"Get in touch","Mettiti in contatto"
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","Con decenni di esperienza ed esperti specializzati in ogni campo, Worldline offre la soluzione ideale per la tua azienda . In qualità di innovatore leader, supportiamo la più recente tecnologia di pagamento e possiamo rispondere a tutte le tue domande relative alle tue attività commerciali."
"Contact our sales team","Contatta il nostro team di vendita"
"Worldline online payments version %1","Pagamenti online Worldline versione %1"
"The latest version of the plugin is %1. Check for any updates.","L'ultima versione del plug-in è %1. Controlla eventuali aggiornamenti."
"Check for updates","Controlla aggiornamenti"
"Enable Payment","Abilita il pagamento"
"Request a new feature","Richiedi una nuova funzionalità"
"If you would like to propose a new feature, feel free to fill in the form.","Se desideri proporre una nuova funzionalità, non esitare a compilare il modulo."
"The identifier of your Worldline account","L'identificativo del tuo account Worldline"
"Your company name","Il nome della tua azienda"
"Please explain how our payment plugin can be further improved","Si prega di spiegare come il nostro plug-in di pagamento può essere ulteriormente migliorato"
"Are you sure you want to do this? All webhook data will be removed.","Sei sicuro di volerlo fare? Tutti i dati del webhook verranno rimossi."
"Company Name","Il nome della tua azienda"
"Submit","Invia"
"If you want to leave any feature suggestions, feel free to fill in the form.","Se desideri proporre una nuova funzionalità, non esitare a compilare il modulo!"
"Message","Messaggio"
