"If the payment process is failed, change the order status after the specified time in ""Fallback Timeout"" till the value specified in this field.<br/>In other words, the request will be executed during the specified time limit.","Se la procedura di pagamento non è riuscita, modificare lo stato dell'ordine dopo il tempo specificato in ""Timeout di fallback"" fino al valore specificato in questo campo.<br/>In altre parole, la richiesta verrà eseguita durante il limite di tempo specificato."
"If the payment process is failed, change the order status after the specified time.","Se la procedura di pagamento non è riuscita, modificare lo stato dell'ordine dopo il tempo specificato."
"If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth.","Se l'impostazione è attivata e l'importo dell'ordine è inferiore a 30 euro, al cliente non verrà chiesto di passare attraverso l'autenticazione 3DS."
"If you want to leave any feature suggestions, feel free to fill in the form.","Se desideri proporre una nuova funzionalità, non esitare a compilare il modulo!"
"If you would like to propose a new feature, feel free to fill in the form.","Se desideri proporre una nuova funzionalità, non esitare a compilare il modulo."
"In ""Endpoints URLs"", paste the Webhooks URL of your store - see below","In ""URL endpoint"", incollare l'URL webhook del proprio negozio - vedere si seguito"
"Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border.","Aumenta i tassi di conversione offrendo ai tuoi clienti i loro metodi di pagamento preferiti. Implementa rapidamente le migliori soluzioni di pagamento, soddisfacendo al contempo esigenze chiave come prevenzione delle frodi, analisi dei dati, sicurezza e conformità, sia locali che transfrontaliere."
"JCB","JCB"
"Key","Key (Chiave)"
"label","etichetta"
"Maestro","Maestro"
"Magento Version","Versione Magento"
"Mastercard","Mastercard"
"Maximum Order Total","Totale ordine massimo"
"Merchant ID (PSPID)","ID Merchant (PSPID)"
"Message","Messaggio"
"Message","Messaggio"
"Minimum Order Total","Totale ordine minimo"
"No authorization transaction to proceed capture.","Nessuna transazione di autorizzazione per procedere alla acquisizione."
"No payment method","Nessuna modalità di pagamento"
"No public_hash provided","Nessun public_hash specificato"
"No","No"
"Not AJAX","Non AJAX"
"Order %1 - Check the payment","Ordine XXXX - Controlla il pagamento"
"Order processed successfully by webhook. WorldLine status: %1.","Ordine elaborato con successo dal webhook. Stato di WorldLine: %1."
"Order Status Updater","Strumento di aggiornamento dello stato degli ordini"
"Payment Action","Azione di pagamento"
"Payment from Applicable Countries","Pagamento da paesi applicabili"
"Payment from Applicable Currencies","Pagamento da valute applicabili"
"Payment from Applicable Customer Groups","Pagamento da gruppi di clienti applicabili"
"Payment from Specific Countries","Pagamento da paesi specifici"
"Payment from Specific Currencies","Pagamento da valute specifiche"
"Payment from Specific Customer Groups","Pagamento da gruppi di clienti specifici"
"Payment Methods","Modalità di pagamento"
"Place Order","Effettua ordine"
"Please <a href=""%1"">Contact us</a> in case you don\'t receive the confirmation within %2 minutes.","Non esitare a <a href=""%1"">contattarci</a> se non ricevi questa email entro i prossimi %2 minuti."
"Please correct the sent data.","Correggere i dati inviati."
"Please explain how our payment plugin can be further improved","Si prega di spiegare come il nostro plug-in di pagamento può essere ulteriormente migliorato"
"Please note that 3-D Secure and PWA settings can now be <a href=""%1"">configured globally</a> for all Worldline payment methods. Feel free to review these if needed.","Tieni presente che le impostazioni 3-D Secure ora possono essere <a href=""%1"">configurate</a> a livello globale per tutti i metodi di pagamento Worldline. Sentiti libero di rivederli se necessario."
"Please note that a surcharge may be added to the amount you have to pay depending on the payment method you have chosen.","Si prega di notare che un supplemento può essere aggiunto all'importo che devi pagare a seconda del metodo di pagamento che hai scelto."
"Please use one of the following extensions : html, htm, dhtml","Si prega di utilizzare una delle seguenti estensioni : html, htm, dhtml"
"Please wait, the payment is being processed...","Si prega di attendere, il pagamento è in elaborazione..."
"Please, <a href=""%1"">click here</a> to proceed.","<a href=""%1"">Fare clic qui</a> per procedere."
"Plugin Version","Versione Plugin"
"Pre-Authorization","Pre-autorizzazione"
"Production API URL","URL dell'API operativa"
"Production","Operativo"
"Request 3DS Exemption","Richiedi l'esenzione 3DS"
"Request a new feature","Richiedi una nuova funzionalità"
"Request Authentication Exemption for Low-value Baskets","Richiedi l'esenzione dall'autenticazione per i panieri di basso valore"
"Required parameter ""worldline"" for ""payment_method"" is missing.","Il parametro ""worldline"" obbligatorio per ""modalità_di_pagamento"" non è presente."
"Saved Payment Sort order","Ordinamento di pagamento salvato"
"Saved Payment Title","Titolo di pagamento salvato"
"Schedule (Cron Syntax)","Pianificazione (sintassi cron)"
"Secret Key","Secret Key (Chiave segreta)"
"Should be set only if you use PWA Studio or any other 3rd party frontend.","Deve essere impostato se si usa PWA Studio o qualsiasi altro frontend di terzi."
"Skip 3DSecure Authentication","Salta l'autenticazione 3DSecure"
"Skip 3DSecure Authentication","Salta l'autenticazione 3DSecure"
"Sorry, but something went wrong","Spiacente, ma qualcosa non ha funzionato"
"Sort","Ordina"
"Specific Countries","Paesi specifici"
"Specific Currencies","Valute specifiche"
"Specific Customer Groups","Gruppi di clienti specifici"
"Specify fallback timeout in minutes.","Specifica il timeout di fallback in minuti."
"Specify fallback timeout limit in hours.","Specifica il timeout di fallback in minuti."
"Submit Customer Cart Items Data to Worldline","Invia i dati degli articoli del carrello del cliente a Worldline"
"Submit","Invia"
"Submit","Invia"
"Successful! Test again?","Eseguito con successo! Provare di nuovo?"
"Surcharging amount must not be less than zero.","L'importo della maggiorazione non deve essere inferiore a zero."
"Surcharging amount must not be more than remaining value.","L'importo della maggiorazione non deve essere superiore al valore residuo."
"Surcharging will allow you to ask an additional amount to your customer based on the card used. Note that this feature will only work in Australia.","La maggiorazione ti permetterà di chiedere un importo aggiuntivo al tuo cliente in base alla carta utilizzata. Tieni presente che questa funzione funzionerà solo in Australia."
"Surcharging","Sovrapprezzo"
"Test Connection","Connessione di prova"
"Test","Di prova"
"Testing API URL","URL dell'API di prova"
"Thank you for your order %1.","Grazie per il tuo ordine %1"
"The cart isn't active.","The cart is not active."
"The current customer isn't authorized.","Il cliente corrente non è autorizzato."
"The identifier of your Worldline account","L'identificativo del tuo account Worldline"
"The latest version of the plugin is %1. Check for any updates.","L'ultima versione del plug-in è %1. Controlla eventuali aggiornamenti."
"The payment has failed, please, try again","Il pagamento non è riuscito. Riprovare"
"This option should not be turned off if the merchant is based in a EU country","Questa opzione non dovrebbe essere disattivata se il merchant ha sede in un paese UE"
"This URL must be specified in the worldline admin panel","È necessario specificare questo URL nel pannello di amministrazione di Worldline"
"This URL must be specified in the Worldline admin panel","È necessario specificare questo URL nel pannello di amministrazione di Worldline"
"Title","Titolo"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Per recuperare le credenziali webhook, eseguire il login a Worldline Back Office."
"Trigger an Authentication for Every Payment","Attiva un'Autenticazione per Ogni Pagamento"
"Use system value","Usa valore di sistema"
"Visa","Visa"
"Visit our support site","Visita il nostro sito di supporto"
"Waiting for payment confirmation","In attesa di conferma del pagamento"
"Waiting Time","Tempo di attesa"
"Webhook URL","URL webhook"
"Webhook","Webhook"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","Con un account di prova, puoi sviluppare il tuo sito web e irriga il nostro sistema di pagamento al tuo ritmo. Nel nostro ambiente di test, esegui transazioni di prova con la sicurezza e la tranquillità che nessuna transazione verrà effettivamente eseguita."
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","Con decenni di esperienza ed esperti specializzati in ogni campo, Worldline offre la soluzione ideale per la tua azienda . In qualità di innovatore leader, supportiamo la più recente tecnologia di pagamento e possiamo rispondere a tutte le tue domande relative alle tue attività commerciali."
"Worldline Online Payments configuration is located under the dedicated configuration section.","La configurazione di Worldline Online Payments (Pagamenti Worldline Online) si trova nell'apposita sezione di configurazione."
"Worldline online payments version %1","Pagamenti online Worldline versione %1"
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","Rimborso WorldLine non riuscito. Contattare il provider."
"Yes","Sí"
"Your company name","Il nome della tua azienda"
"Your order is still being processed and you will receive a confirmation e-mail.","Il tuo ordine è ancora in fase di elaborazione e riceverai un'e-mail di conferma."
"Your payment couldn't be completed, please try again","Impossibile completare il pagamento, riprova"
"Your payment is being processed","Il tuo pagamento è in fase di elaborazione"
Authentication status,Stato di autenticazione
Exemption,Esenzione
Liability,Responsabilità
Result,Risultato
"There are some cases when an order can not be created after a successful payment. E.g. if there is 1 product and several customers are trying to buy it. For the first buyer, the order will be created, and the rest will receive a refund (if the setting is set to yes) as the item is out of stock already.","Ci sono alcuni casi in cui non è possibile creare un ordine dopo un pagamento andato a buon fine. Per esempio. se c'è 1 prodotto e diversi clienti stanno cercando di acquistarlo. Per il primo acquirente, l'ordine verrà creato e il resto riceverà un rimborso (se l'impostazione è impostata su sì) poiché l'articolo è già esaurito."
"Enable Auto Refund If Order Creation Is Failed","Abilita il rimborso automatico se la creazione dell'ordine non riesce"
"Sender","Mittente"
"Enable","Abilitare"
"Recipient","Destinatario"
"Payment Refused Email Template","Modello di e-mail di pagamento rifiutato"
"Failed Orders Notification","Notifica ordini non riusciti"
"Auto Refund For Out Of Stock Orders","Rimborso automatico per ordini esauriti"
"Enable this option in order to be informed when an order could not be created. This can happen for instance when an item is out of stock.","Abilita questa opzione per essere informato quando non è stato possibile creare un ordine. Questo può accadere ad esempio quando un articolo è esaurito."
"Enable Sending Payment Refused Emails","Abilita l'invio di e-mail di pagamento rifiutato"
