"Go to Configuration > Technical information > API settings > Webhooks Configuration","Gehen Sie zu Konfiguration > Technische Informationen > API Einstellungen > Webhooks-Konfiguration"
"Hosted Checkout (Redirect to Worldline)","Gehosteter Checkout"
"HTML Template ID","HTML-Vorlagen-ID"
"If the payment process is failed, change the order status after the specified time in ""Fallback Timeout"" till the value specified in this field.<br/>In other words, the request will be executed during the specified time limit.","Wenn das Zahlungsverfahren fehlgeschlagen ist, ändert sich der Auftragsstatus nach der in „Fallback-Timeout“ angegebenen Zeit bis zu dem in diesem Feld angegebenen Wert.<br/>Mit anderen Worten: Die Anfrage wird innerhalb des angegebenen Zeitlimits ausgeführt."
"If the payment process is failed, change the order status after the specified time.","Wenn das Zahlungsverfahren fehlgeschlagen ist, wird der Auftragsstatus nach der angegebenen Zeit geändert."
"If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth.","Wenn die Einstellung aktiviert ist und der Betrag der Bestellung unter 30 Euro liegt, wird der Kunde nicht aufgefordert, die 3DS-Authentifizierung zu durchlaufen."
"If you want to leave any feature suggestions, feel free to fill in the form.","Als u een nieuwe functie wilt voorstellen, vul dan gerust het formulier in!"
"If you would like to propose a new feature, feel free to fill in the form.","Als u een nieuwe functie wilt voorstellen, vul dan gerust het formulier in."
"In ""Endpoints URLs"", paste the Webhooks URL of your store - see below","Fügen Sie die Webhooks-URL Ihres Shops unter „Endpunkt-URLs“ ein – siehe unten."
"Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border.","Steigern Sie die Konversionsraten, indem Sie Ihren Kunden die von ihnen bevorzugten Zahlungsarten anbieten. Implementieren Sie schnell die besten Zahlungslösungen und berücksichtigen Sie dabei wichtige Anforderungen wie Betrugsprävention, Datenanalyse, Sicherheit und Compliance, ob lokal oder grenzüberschreitend."
"JCB","JCB"
"Key","Schlüssel"
"label","label"
"Maestro","Maestro"
"Magento Version","Magento-Version"
"Mastercard","Mastercard"
"Maximum Order Total","Höchstbestellmenge"
"Merchant ID (PSPID)","Merchant-ID (PSPID)"
"Message","Botschaft"
"Message","Nachricht"
"Minimum Order Total","Mindestbestellmenge"
"No authorization transaction to proceed capture.","Keine Autorisierungstransaktion, um die Erfassung fortzusetzen."
"No payment method","Keine Zahlungsart"
"No public_hash provided","Kein public_hash bereitgestellt"
"No","Nein"
"Not AJAX","Nicht AJAX"
"Order %1 - Check the payment","Bestellen Sie XXXX - Überprüfen Sie die Zahlung"
"Order processed successfully by webhook. WorldLine status: %1.","Bestellung erfolgreich per Webhook verarbeitet. WorldLine-Status: %1."
"Order Status Updater","Auftragsstatus-Updater"
"Payment Action","Zahlungsvorgang"
"Payment from Applicable Countries","Zahlung aus den jeweiligen Ländern"
"Payment from Applicable Currencies","Zahlung aus den jeweiligen Währungen"
"Payment from Applicable Customer Groups","Zahlung aus den jeweiligen Kundengruppen"
"Payment from Specific Countries","Zahlung aus bestimmten Ländern"
"Payment from Specific Currencies","Zahlung aus bestimmten Währungen"
"Payment from Specific Customer Groups","Zahlung aus den bestimmten Kundengruppen"
"Payment Methods","Zahlungsarten"
"Place Order","Bestellung aufgeben"
"Please <a href=""%1"">Contact us</a> in case you don\'t receive the confirmation within %2 minutes.","Zögern Sie nicht, <a href=""%1"">uns zu kontaktieren</a>, wenn Sie diese E-Mail nicht innerhalb der nächsten %2 Minuten erhalten."
"Please correct the sent data.","Bitte korrigieren Sie die gesendeten Daten."
"Please explain how our payment plugin can be further improved","Bitte erläutern Sie, wie unser Zahlungs-Plugin weiter verbessert werden kann"
"Please note that 3-D Secure and PWA settings can now be <a href=""%1"">configured globally</a> for all Worldline payment methods. Feel free to review these if needed.","Bitte beachten Sie, dass die 3-D Secure-Einstellungen jetzt global für alle Worldline-Zahlungsmethoden <a href=""%1"">konfiguriert</a> werden können. Fühlen Sie sich frei, diese bei Bedarf zu überprüfen."
"Please note that a surcharge may be added to the amount you have to pay depending on the payment method you have chosen.","Bitte beachten Sie, dass je nach gewählter Zahlungsmethode ein Zuschlag auf den zu zahlenden Betrag erhoben werden kann."
"Please use one of the following extensions : html, htm, dhtml","Bitte verwenden Sie eine der folgenden Erweiterungen : html, htm, dhtml"
"Please wait, the payment is being processed...","Bitte warten Sie, die Zahlung wird bearbeitet..."
"Please, <a href=""%1"">click here</a> to proceed.","Bitte <a href=""%1"">klicken Sie hier</a>, um fortzufahren."
"Plugin Version","Plugin-Version"
"Pre-Authorization","Vorab-Autorisierung"
"Production API URL","Produktions-API-URL"
"Production","Produktion"
"Request a new feature","Fordern Sie eine neue Funktion an"
"Request Authentication Exemption for Low-value Baskets","Fordern Sie eine Befreiung von der Authentifizierung für Warenkörbe mit geringem Wert an"
"Required parameter ""worldline"" for ""payment_method"" is missing.","Der erforderliche Parameter ""worldline"" für ""payment_method"" fehlt."
"Saved Payment Sort order","Gespeicherte Sortierreihenfolge für Zahlung"
"Saved Payment Title","Gespeicherter Zahlungstitel"
"Schedule (Cron Syntax)","Zeitplan (cron syntax)"
"Secret Key","Geheimschlüssel"
"Should be set only if you use PWA Studio or any other 3rd party frontend.","Sollte nur eingestellt werden, wenn Sie PWA Studio oder ein anderes Frontend eines Drittanbieters verwenden."
"Skip 3DSecure Authentication","3DSecure-Authentifizierung überspringen"
"Skip 3DSecure Authentication","3DSecure-Authentifizierung überspringen"
"Sorry, but something went wrong","Leider ist etwas schief gelaufen"
"Sort","Sortieren"
"Specific Countries","Bestimmte Länder"
"Specific Currencies","Spezifische Währungen"
"Specific Customer Groups","Spezifische Kundengruppen"
"Specify fallback timeout in minutes.","Fallback-Timeout in Minuten angeben."
"Specify fallback timeout limit in hours.","Fallback-Timeout-Limit in Stunden angeben."
"Submit Customer Cart Items Data to Worldline","Senden Sie Artikeldaten aus dem Kundenkorb an Worldline"
"Submit","Einreichen"
"Submit","Einreichen"
"Successful! Test again?","Erfolgreich! Nochmal testen?"
"Surcharging amount must not be less than zero.","Der Zuschlagsbetrag darf nicht kleiner als null sein."
"Surcharging amount must not be more than remaining value.","Der Zuschlagsbetrag darf den Restwert nicht übersteigen."
"Surcharging will allow you to ask an additional amount to your customer based on the card used. Note that this feature will only work in Australia.","Surcharging ermöglicht es Ihnen, je nach verwendeter Karte einen zusätzlichen Betrag von Ihrem Kunden zu verlangen. Beachten Sie, dass diese Funktion nur in Australien funktioniert."
"Surcharging","Aufpreis"
"Test Connection","Verbindung testen"
"Test","Test"
"Testing API URL","API URL testen"
"Thank you for your order %1.","Vielen Dank für Ihre Bestellung %1."
"The cart isn't active.","The cart is not active."
"The current customer isn't authorized.","Der aktuelle Kunde ist nicht autorisiert."
"The identifier of your Worldline account","Die Kennung Ihres Worldline-Kontos"
"The latest version of the plugin is %1. Check for any updates.","Die neueste Version des Plugins ist %1. Prüfen Sie, ob es Updates gibt."
"The payment has failed, please, try again","Die Zahlung ist fehlgeschlagen. Bitte versuchen Sie es erneut. "
"This option should not be turned off if the merchant is based in a EU country","Diese Option sollte nicht deaktiviert werden, wenn der Händler in einem EU-Land ansässig ist."
"This URL must be specified in the worldline admin panel","Diese URL muss im WorldLine-Admin-Bereich angegeben werden."
"This URL must be specified in the Worldline admin panel","Diese URL muss im Worldline-Admin-Bereich angegeben werden."
"Title","Überschrift"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Um die Webhooks-Zugangsdaten abzurufen, melden Sie sich bitte im Worldline Back Office an."
"Use system value","Systemwert verwenden"
"Visa","Visa"
"Visit our support site","Besuchen Sie unsere Support-Site"
"Waiting for payment confirmation","Warten auf Zahlungsbestätigung"
"Waiting Time","Wartezeit"
"Webhook URL","Webhook-URL des Shops"
"Webhook","Webhook"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","Mit einem Testkonto können Sie Ihre Website entwickeln und unser Zahlungssystem in Ihrem eigenen Tempo nutzen. In unserer Testumgebung führen Sie Testtransaktionen durch und haben dabei die Gewissheit, dass keine Transaktion tatsächlich durchgeführt wird."
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","Mit jahrzehntelanger Erfahrung und Experten, die auf jeden Bereich spezialisiert sind, bietet Worldline die ideale Lösung für Ihr Unternehmen. Als Innovationsführer unterstützen wir die neuesten Zahlungstechnologien und können Ihnen alle Fragen zu Ihren Geschäftsaktivitäten beantworten."
"Worldline Online Payments configuration is located under the dedicated configuration section.","Die Konfiguration von Worldline Online Payments befindet sich im entsprechenden Konfigurationsbereich."
"Worldline online payments version %1","Worldline Online-Zahlungen Version %1"
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","WorldLine-Erstattung ist fehlgeschlagen. Bitte kontaktieren Sie den Anbieter."
"Yes","Ja"
"Your company name","Ihr Firmenname"
"Your order is still being processed and you will receive a confirmation e-mail.","Ihre Bestellung wird noch bearbeitet und Sie erhalten eine Bestätigungs-E-Mail."
"Your payment couldn't be completed, please try again","Ihre Zahlung konnte nicht abgeschlossen werden, bitte versuchen Sie es erneut"
"Your payment is being processed","Ihre Zahlung wird verarbeitet"
Authentication status,Authentifizierungsstatus
Exemption,Befreiung
Liability,Haftung
Result,Ergebnis
"There are some cases when an order can not be created after a successful payment. E.g. if there is 1 product and several customers are trying to buy it. For the first buyer, the order will be created, and the rest will receive a refund (if the setting is set to yes) as the item is out of stock already.","Es gibt einige Fälle, in denen eine Bestellung nach erfolgreicher Zahlung nicht erstellt werden kann. Z.B. wenn es 1 Produkt gibt und mehrere Kunden versuchen, es zu kaufen. Für den ersten Käufer wird die Bestellung erstellt und der Rest erhält eine Rückerstattung (wenn die Einstellung auf Ja gesetzt ist), da der Artikel bereits nicht vorrätig ist."
"Enable Auto Refund If Order Creation Is Failed","Aktivieren Sie die automatische Rückerstattung, wenn die Auftragserstellung fehlschlägt"
"Sender","Absender"
"Enable","Ermöglichen"
"Recipient","Empfänger"
"Payment Refused Email Template","E-Mail-Vorlage für Zahlungsverweigerung"
"Failed Orders Notification","Benachrichtigung über fehlgeschlagene Bestellungen"
"Auto Refund For Out Of Stock Orders","Automatische Rückerstattung für nicht vorrätige Bestellungen"
"Enable this option in order to be informed when an order could not be created. This can happen for instance when an item is out of stock.","Aktivieren Sie diese Option, um informiert zu werden, wenn eine Bestellung nicht erstellt werden konnte. Dies kann beispielsweise passieren, wenn ein Artikel nicht vorrätig ist."
"Enable Sending Payment Refused Emails","Aktivieren Sie das Senden von E-Mails mit abgelehnten Zahlungen"
"With a test account, safely perform test transactions to validate your payments integration with Worldline, giving you confidence that everything is working as expected before going Live.","Mit einem Testkonto können Sie sicher Testtransaktionen durchführen, um Ihre Zahlungsintegration mit Worldline zu validieren. So können Sie sicher sein, dass alles wie erwartet funktioniert, bevor Sie in Betrieb gehen."
"Ready to go Live?","Bereit, live zu gehen?"
"Get in touch with our sales team to create a Live account.","Kontaktieren Sie unser Vertriebsteam, um ein Live-Konto zu erstellen."
"Check our documentation","Schauen Sie sich unsere Dokumentation an"
"Browse our Magento documentation.","Durchsuchen Sie unsere Magento-Dokumentation."
"Check our Magento doc","Schauen Sie sich unser Magento-Dokument an"
"Browse our support site to keep up to date with the latest features and payment trends.","Durchsuchen Sie unsere Support-Website, um über die neuesten Funktionen und Zahlungstrends auf dem Laufenden zu bleiben."
"Check our support site","Schauen Sie sich unsere Support-Website an"
"Are you encountering issues? You have questions about our plugin or other Worldline products?","Treten bei Ihnen Probleme auf? Sie haben Fragen zu unserem Plugin oder anderen Worldline-Produkten?"
"Contact our support team","Kontaktieren Sie unser Support-Team"
"Feel we could do better with our Magento plugin?","Haben Sie das Gefühl, dass wir mit unserem Magento-Plugin noch mehr erreichen könnten?"
"Suggest a new feature","Schlagen Sie eine neue Funktion vor"
"Currently installed version of the Worldline Online Payments plugin is <b>%1</b>","Die derzeit installierte Version des Worldline Online Payments-Plugins ist <b>%1</b>"
"The latest version of the plugin is <b>%1</b>.","Die neueste Version des Plugins ist <b>%1</b>."
"Check latest updates","Überprüfen Sie die neuesten Updates"
"Refund Refused Notifications","Benachrichtigungen über abgelehnte Rückerstattungen"
"Enable receiving emails in case your credit memo (refund) gets rejected by your acquirer.","Aktivieren Sie den Empfang von E-Mails für den Fall, dass Ihre Gutschrift (Rückerstattung) von Ihrem Acquirer abgelehnt wird."
"Comma-separated.","Komma getrennt."
"Settings & Notifications","Einstellungen und Benachrichtigungen"
"Email Template","E-Mail-Vorlage"
"Email Copy To","E-Mail-Kopie an"
"Payment Refused Notifications","Benachrichtigungen über abgelehnte Zahlungen"
"Failed Orders Notifications","Benachrichtigungen über fehlgeschlagene Bestellungen"
"Vault Title","Tresortitel"
"Debug Logs","Debug-Protokolle"
"Worldline Request Logs","Worldline-Anfrageprotokolle"
"Webhooks","Webhooks"
"Log mode","Protokollmodus"
"Log Webhooks","Webhooks protokollieren"
"Download Debug Log","Laden Sie das Debug-Protokoll herunter"
"Erase Debug Log","Debug-Protokoll löschen"
"Request Log Grid","Protokollraster anfordern"
"Webhook Grid","Webhook-Raster"
"Logging Records Lifetime (Days)","Lebensdauer der Protokollierungsdatensätze (Tage)"
"Log all requests","Protokollieren Sie alle Anfragen"
"Log error requests only","Nur Fehleranfragen protokollieren"
"Copy","Kopieren"
"Test Connection & Save Credentials","Testen Sie die Verbindung und speichern Sie die Anmeldeinformationen"
"To retrieve webhooks credentials, login to the Worldline Back Office","Um Webhooks-Anmeldeinformationen abzurufen, melden Sie sich beim Worldline-Backoffice an"
"Defines for how long our systems will fetch automatically information from Worldline to retrieve the latest payment status.","Legt fest, wie lange unsere Systeme automatisch Informationen von Worldline abrufen, um den neuesten Zahlungsstatus abzurufen."
"Defines after how long our systems will fetch automatically information from Worldline to retrieve the latest payment status.","Legt fest, nach welcher Zeit unsere Systeme automatisch Informationen von Worldline abrufen, um den neuesten Zahlungsstatus abzurufen."
"Default value: every minute. <a href='http://crontab.guru/' target='_blank'>Need help?</a>","Standardwert: jede Minute. <a href='http://crontab.guru/' target='_blank'>Brauchen Sie Hilfe?</a>"
"Enable Email To Customer","E-Mail an Kunden aktivieren"
"Email To Customer Sender","E-Mail an Kundenabsender"
"Email To Customer Template","E-Mail-an-Kunden-Vorlage"
"When an automatic refund is issued due to out-of-stock item(s), you can choose to activate this option which will trigger an email notification to be sent to your customer.","Wenn aufgrund von nicht vorrätigen Artikel(en) eine automatische Rückerstattung erfolgt, können Sie diese Option aktivieren, um eine E-Mail-Benachrichtigung an Ihren Kunden zu senden."
"Your order %reserved_order_id has been refunded","Ihre Bestellung %reserved_order_id wurde erstattet"
"You recently made a payment for order %reserved_order_id. Your payment was refunded due to a lack of stock on one or more items.","Sie haben kürzlich eine Zahlung für Bestellung %reserved_order_id geleistet. Ihre Zahlung wurde aufgrund eines Mangels an Lagerbestand bei einem oder mehreren Artikeln erstattet."
"Dear %customer_name,","Lieber %customer_name,"
"New feature suggestion for Magento","Vorschlag für neue Funktionen für Magento"
"Contact email","Kontakt E-mail"
"Leave your email address in case we need to get back to you for more information","Hinterlassen Sie Ihre E-Mail-Adresse für den Fall, dass wir uns für weitere Informationen bei Ihnen melden müssen"
"Exempt transactions from 3DS","Transaktionen von 3DS befreien"
"By enabling the 3DS Exemption, you allow the card issuer and your acquirer to evaluate the risk level of transactions up to the Exemption Limit you specify in EUR. If the criteria are met, your customers will be exempt from Strong Customer Authentication (SCA). If your acquirer rejects the exemption and requires SCA, this is referred to as a soft decline. In such cases, we will attempt to prompt the customer for SCA and reinitiate the transaction if the customer successfully authenticates.","Durch die Aktivierung der 3DS-Ausnahme erlauben Sie dem Kartenherausgeber und Ihrem Acquirer, das Risikoniveau von Transaktionen bis zu dem von Ihnen in EUR angegebenen Ausnahmegrenzwert zu bewerten. Wenn die Kriterien erfüllt sind, werden Ihre Kunden von der starken Kundenauthentifizierung (SCA) befreit.Wenn Ihr Acquirer die Ausnahme ablehnt und SCA verlangt, wird dies als soft decline bezeichnet. In solchen Fällen werden wir versuchen, den Kunden zur SCA aufzufordern und die Transaktion neu zu starten, wenn der Kunde sich erfolgreich authentifiziert."
"Exemption type","Ausnahmetyp"
"The Low-Value exemption is suitable for transactions below the specified monetary threshold of 30 EUR, allowing these low-value transactions a change to bypass Strong Customer Authentication (SCA) and streamline the checkout process. On the other hand, the Transaction-Risk-Analysis exemption enables a dynamic risk assessment for your transactions. The card issuer and your acquirer will evaluate the transaction based on various risk factors, allowing transactions up to a limit of 100 EUR to qualify for exemption if they are deemed low risk. Make your selection carefully to optimize the balance between customer experience and security for your transactions.","Die Low-Value Ausnahme eignet sich für Transaktionen unterhalb der festgelegten Wertgrenze von 30 EUR und ermöglicht diesen geringwertigen Transaktionen, die starke Kundenauthentifizierung (SCA) zu umgehen und den Checkout-Prozess zu vereinfachen.Andererseits ermöglicht die Transaction-Risk-Analysis Ausnahme eine dynamische Risikobewertung für Ihre Transaktionen. Der Kartenherausgeber und Ihr Acquirer bewerten die Transaktion anhand verschiedener Risikofaktoren, wobei Transaktionen bis zu einem Limit von 100 EUR für eine Ausnahme in Frage kommen, wenn sie als risikoarm eingestuft werden.Treffen Sie Ihre Auswahl sorgfältig, um die Balance zwischen Kundenerlebnis und Sicherheit für Ihre Transaktionen zu optimieren."
"Exemption limit","Ausnahmegrenze"
"Please select the exemption type.","Bitte wählen Sie den Ausnahmetyp aus."
"The exemption limit is specified in EUR. Therefore, if the checkout currency is not in EUR, the conversion will depend on the exchange rate to EUR. It is essential to have EUR configured in your environment, and to ensure accurate conversions, please keep your exchange rates updated. If EUR is not configured, the 3DS exemption will not be applied, and the transaction will not have the exemption requested. Additional Note: PSD2 designates the EUR as the base currency for determining exemption limits for other currencies in the EEA. However, each region can decide to adapt these limits, and regions outside the EEA may also support exemption requests. Due to these complexities, we cannot guarantee that the exemption request will be considered by the issuer or your acquirer.","Der Ausnahmegrenzwert wird in EUR angegeben. Wenn die Checkout-Währung nicht in EUR ist, hängt die Umrechnung vom Wechselkurs zum EUR ab. Es ist wichtig, EUR in Ihrer Umgebung konfiguriert zu haben, und um genaue Umrechnungen zu gewährleisten, halten Sie bitte Ihre Wechselkurse aktuell.Wenn EUR nicht konfiguriert ist, wird die 3DS-Ausnahme nicht angewendet, und die Transaktion hat nicht die angeforderte Ausnahme.Zusätzlicher Hinweis: PSD2 bestimmt den EUR als Basiswährung für die Festlegung von Ausnahmegrenzen für andere Währungen im EWR. Jede Region kann jedoch entscheiden, diese Grenzen anzupassen, und Regionen außerhalb des EWR können auch Ausnahmeanträge unterstützen. Aufgrund dieser Komplexitäten können wir nicht garantieren, dass der Ausnahmeantrag vom Emittenten oder Ihrem Acquirer berücksichtigt wird."
"Please enter the amount limit (0 to 30 EUR).","Bitte geben Sie das Betragslimit ein (0 bis 30 EUR)."
"Please enter the amount limit (0 to 100 EUR).","Bitte geben Sie das Betragslimit ein (0 bis 100 EUR)."
"Order Creation on Amount Discrepancy","Bestellerstellung bei Betragsabweichung"
"If set to 'Yes', orders will be created even if the paid amount doesn't match the order total. The order will be placed in a review status.","Wenn auf 'Ja' gesetzt, werden Bestellungen auch dann erstellt, wenn der gezahlte Betrag nicht mit der Bestellsumme übereinstimmt. Die Bestellung wird in den Status 'zur Überprüfung' versetzt."
"Order Status for Review","Bestellstatus für die Überprüfung"
"Select the status for orders created with an amount discrepancy. These orders will require manual review.", "Wählen Sie den Status für Bestellungen, die mit einer Betragsabweichung erstellt wurden. Diese Bestellungen müssen manuell überprüft werden."
"Order Amount Discrepancy Notifications", "Benachrichtigungen über Betragsabweichungen bei Bestellungen"
"Amount discrepancy review required","Überprüfung der Betragsabweichung erforderlich"
"This order was created with discrepancy between the order total and the amount paid. Please review the details below and choose an action.","Diese Bestellung wurde mit einer Abweichung zwischen der Bestellsumme und dem gezahlten Betrag erstellt. Bitte überprüfen Sie die folgenden Details und wählen Sie eine Aktion."
"Order total:","Bestellsumme:"
"Amount paid:","Gezahlter Betrag:"
"Difference","Differenz:"
"Accept Order","Bestellung annehmen"
"Cancel & Refund Order","Bestellung stornieren & erstatten"
"Are you sure you want to accept this order and proceed with fulfillment? The amount discrepancy will be noted.","Sind Sie sicher, dass Sie diese Bestellung annehmen und mit der Ausführung fortfahren möchten? Die Betragsabweichung wird vermerkt."
"Amount Discrepancy Accepted","Betragsabweichung akzeptiert"
"This order was reviewed and accepted with an amount discrepancy.","Diese Bestellung wurde überprüft und mit einer Betragsabweichung akzeptiert."
"Are you sure you want to cancel this order? This will issue a full refund to the customer and cannot be undone","Sind Sie sicher, dass Sie diese Bestellung stornieren möchten? Dies führt zu einer vollständigen Rückerstattung der Transaktion an den Kunden und kann nicht rückgängig gemacht werden."
"Amount Discrepancy Rejected", "Betragsabweichung abgelehnt"
"This order was reviewed and rejected with an amount discrepancy.", "Diese Bestellung wurde überprüft und mit einer Betragsabweichung abgelehnt."
"Amount Discrepancy Detected", "Betragsabweichung festgestellt"
"An order has been successfully created but requires manual review due to a mismatch between the order total and the amount paid.", "Eine Bestellung wurde erfolgreich erstellt, erfordert jedoch eine manuelle Überprüfung aufgrund einer Abweichung zwischen der Bestellsumme und dem gezahlten Betrag."
"Order Details", "Bestelldetails"
"Order ID", "Bestell-ID:"
"Quote ID", "Quote-ID:"
"Admin Link", "Link :",
"Discrepancy Details", "Details zur Abweichung"
"Please review the order in the Magento Admin to either accept it or cancel and refund the payment.", "Bitte überprüfen Sie die Bestellung im Magento Admin, um sie entweder anzunehmen oder zu stornieren und die Zahlung zu erstatten."
"View Order in Admin", "Bestellung im Admin anzeigen"
"Amount Discrepancy", "Betragsabweichung"
"Webhook URL Configuration","Webhook-URL-Konfiguration"
"Automatic (Recommended)","Automatisch (Empfohlen)"
"Manual","Manuell"
"Automatic: The plugin automatically sends the webhook URL(s) with each transaction. Manual: You must add your store webhook URL in the merchant portal.","<strong>Automatisch:</strong> Das Plugin sendet die Webhook-URL(s) automatisch bei jeder Transaktion.<br/><strong>Manuell:</strong> Sie müssen die Webhook-URL Ihres Shops im Händlerportal hinzufügen."
