"If the payment process is failed, change the order status after the specified time in ""Fallback Timeout"" till the value specified in this field.<br/>In other words, the request will be executed during the specified time limit.","Si el proceso de pago produce un error, cambie el estado del pedido después del tiempo especificado en ""Tiempo de espera de reserva"" hasta que el valor especificado aparezca en este campo.<br/>En otros términos, la solicitud se ejecutará durante el límite de tiempo especificado."
"If the payment process is failed, change the order status after the specified time.","Si el proceso de pago produce un error, cambie el estado del pedido después del tiempo especificado."
"In ""Endpoints URLs"", paste the Webhooks URL of your store - see below","En ""URL de puntos finales"", pegue la URL de los ganchos web de su tienda, vea a continuación"
"JCB","JCB"
"Key","Clave"
"label","etiqueta"
"Maestro","Maestro"
"Mastercard","Mastercard"
"Maximum Order Total","Total máximo de pedido"
"Merchant ID (PSPID)","Id. de comerciante (PSPID)"
"Minimum Order Total","Total mínimo de pedido"
"No authorization transaction to proceed capture.","No hay transacción de autorización para proceder con la captura."
"No payment method","No hay método de pago"
"No public_hash provided","No se proporcionó public_hash"
"No","No"
"Not AJAX","No AJAX"
"Order processed successfully by webhook. WorldLine status: %1.","El pedido se procesó con éxito a través del gancho web. Estado de WorldLine: %1."
"Order Status Updater","Actualizador de estado de pedido"
"Payment Action","Acción de pago"
"Payment from Applicable Countries","Pago de países aplicables"
"Payment from Applicable Currencies","Pago de monedas aplicables"
"Payment from Applicable Customer Groups","Pago de grupos de clientes aplicables"
"Payment from Specific Countries","Pago de países específicos"
"Payment from Specific Currencies","Pago de monedas específicas"
"Payment from Specific Customer Groups","Pago de grupos de clientes específicos"
"Payment Methods","Métodos de pago"
"Place Order","Realizar pedido"
"Please correct the sent data.","Corrija los datos enviados."
"Please, <a href=""%1"">click here</a> to proceed.","<a href=""%1"">Haga clic aquí</a> para continuar."
"Pre-Authorization","Preautorización"
"Production API URL","URL de producción de API"
"Production","Producción"
"Required parameter ""worldline"" for ""payment_method"" is missing.","Falta el parámetro requerido ""worldline"" para ""payment_method""."
"Saved Payment Sort order","Orden de pago guardado"
"Saved Payment Title","Título de pago guardado"
"Schedule (Cron Syntax)","Cronograma (sintaxis cron)"
"Secret Key","Clave secreta"
"Should be set only if you use PWA Studio or any other 3rd party frontend.","Se debe establecer únicamente si utiliza PWA Studio o cualquier otro frontend de terceros."
"Skip 3DSecure Authentication","Omitir la autenticación 3DSecure"
"Skip 3DSecure Authentication","Omitir la autenticación 3DSecure"
"Sorry, but something went wrong","Lamentablemente, se produjo algún error"
"Sort","Ordenar"
"Specific Countries","Países específicos"
"Specific Currencies","Monedas específicas"
"Specific Customer Groups","Grupos de clientes específicos"
"Specify fallback timeout in minutes.","Especificar el tiempo de espera de reserva en minutos."
"Specify fallback timeout limit in hours.","Especificar el límite de tiempo de espera de reserva en horas."
"Submit Customer Cart Items Data to Worldline","Enviar datos de artículos del carrito del cliente a Worldline"
"Successful! Test again?","¡Correcto! ¿Desea hacer la prueba nuevamente?"
"Test Connection","Probar conexión"
"Test","Prueba"
"Testing API URL","URL de lAPI de prueba"
"The current customer isn't authorized.","El cliente actual no está autorizado."
"The payment has failed, please, try again","El pago ha producido un error, intente nuevamente"
"This option should not be turned off if the merchant is based in a EU country","Esta opción no debe desactivarse si el comerciante se encuentra en un país de la UE"
"This URL must be specified in the worldline admin panel","Esta URL debe especificarse en el panel de administración de Worldline"
"This URL must be specified in the Worldline admin panel","Esta URL debe especificarse en el panel de administración de Worldline."
"Title","Título"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Para recuperar las credenciales de los ganchos web, inicie sesión en Worldline Back Office."
"Use system value","Usar valor del sistema"
"Visa","Visa"
"Waiting Time","Tiempo de espera"
"Webhook URL","URL de los ganchos web"
"Webhook","Gancho web"
"Worldline Online Payments configuration is located under the dedicated configuration section.","La configuración de Worldline Online Payments se encuentra debajo de la sección exclusiva de configuración."
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","El reembolso de WorldLine ha producido un error. Por favor, contáctese con el proveedor."
"Yes","Sí"
"Your payment couldn't be completed, please try again","Su pago no se pudo completar, por favor inténtelo de nuevo"
"Please use one of the following extensions : html, htm, dhtml","Utilice una de las siguientes extensiones : html, htm, dhtml"
"Thank you for your order %1.","Gracias por tu pedido %1."
"Your order is still being processed and you will receive a confirmation e-mail.","Su pedido aún se está procesando y recibirá un correo electrónico de confirmación."
"Please <a href=""%1"">Contact us</a> in case you don\'t receive the confirmation within %2 minutes.","No dude en ponerse <a href=""%1"">en contacto</a> con nosotros si no recibe este correo electrónico en los próximos %2 minutos."
"Waiting for payment confirmation","Esperando confirmación de pago"
"Please wait, the payment is being processed...","Por favor espere, el pago se está procesando..."
"The cart isn't active.","The cart is not active."
"Your payment is being processed","Su pago está siendo procesado"
"Order %1 - Check the payment","Pedido XXXX - Comprobar el pago"
"Trigger an Authentication for Every Payment","Active una Autenticación para Cada Pago"
"Request 3DS Exemption","Solicitar exención de 3DS"
"Enabling this option will make sure the customer performs a “Strong Customer Authentication” and hence enforces a “challenge” 3DS flow.","Al habilitar esta opción, se asegurará de que el cliente realice una Strong Customer Authentication y, por lo tanto, aplique un flujo 3DS de „challenge“."
"Fraud Information","Información de fraude"
Result,Resultado
Liability,Responsabilidad
Exemption,Exención
Authentication status,Estado de autenticación
"If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth.","Si el ajuste está activado y el importe del pedido es inferior a 30 euros, no se pedirá al cliente que pase por 3DS auth."
"About Worldline","Acerca de Worldline"
"Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border.","Aumente las tasas de conversión ofreciendo a sus clientes sus métodos de pago preferidos. Implante rápidamente las mejores soluciones de pago, atendiendo al mismo tiempo a necesidades clave como la prevención del fraude, el análisis de datos, la seguridad y el cumplimiento normativo, ya sea local o transfronterizo."
"Create a test account","Crear una cuenta de prueba"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","Con una cuenta de prueba, puede desarrollar su sitio web e irrigar nuestro sistema de pago a su propio ritmo. En nuestro entorno de prueba, puede realizar transacciones de prueba con la confianza y tranquilidad de que ninguna transacción se va a realizar realmente."
"Check out documentation","Consulte la documentación"
"Browse our API reference, our documentation and keep yourself up to date with the latest payment trends.","Consulte nuestra referencia API, nuestra documentación y manténgase al día de las últimas tendencias en materia de pagos."
"Visit our support site","Visite nuestro sitio de asistencia"
"Get in touch","Póngase en contacto con nosotros"
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","Con décadas de experiencia y expertos especializados en cada campo, Worldline ofrece la solución ideal para su empresa. Como líderes en innovación, somos compatibles con las últimas tecnologías de pago y podemos responder a todas sus preguntas relacionadas con sus actividades empresariales."
"Contact our sales team","Contacte con nuestro equipo de ventas"
"Worldline online payments version %1","Pagos en línea Worldline versión %1"
"The latest version of the plugin is %1. Check for any updates.","La última versión del plugin es la %1. Compruebe si hay actualizaciones."
"Check for updates","Buscar actualizaciones"
"Enable Payment","Habilitar pago"
"Request a new feature","Solicitar una nueva característica"
"If you would like to propose a new feature, feel free to fill in the form.","Si desea proponer una nueva característica, no dude en completar el formulario."
"The identifier of your Worldline account","El identificador de tu cuenta Worldline"
"Your company name","El nombre de tu compañía"
"Please explain how our payment plugin can be further improved","Explique cómo se puede mejorar aún más nuestro complemento de pago"
"Are you sure you want to do this? All webhook data will be removed.","¿Seguro que quieres hacer esto? Se eliminarán todos los datos del webhook."
"Company Name","El nombre de tu compañía"
"Submit","Entregar"
"If you want to leave any feature suggestions, feel free to fill in the form.","Si desea proponer una nueva característica, no dude en completar el formulario."
"Message","Mensaje"
