"Saved Payment Sort order","Gespeicherte Sortierreihenfolge für Zahlung"
"Saved Payment Title","Gespeicherter Zahlungstitel"
"Schedule (Cron Syntax)","Zeitplan (cron syntax)"
"Secret Key","Geheimschlüssel"
"Should be set only if you use PWA Studio or any other 3rd party frontend.","Sollte nur eingestellt werden, wenn Sie PWA Studio oder ein anderes Frontend eines Drittanbieters verwenden."
"Skip 3DSecure Authentication","3DSecure-Authentifizierung überspringen"
"Skip 3DSecure Authentication","3DSecure-Authentifizierung überspringen"
"Sorry, but something went wrong","Leider ist etwas schief gelaufen"
"Sort","Sortieren"
"Specific Countries","Bestimmte Länder"
"Specific Currencies","Spezifische Währungen"
"Specific Customer Groups","Spezifische Kundengruppen"
"Specify fallback timeout in minutes.","Fallback-Timeout in Minuten angeben."
"Specify fallback timeout limit in hours.","Fallback-Timeout-Limit in Stunden angeben."
"Submit Customer Cart Items Data to Worldline","Senden Sie Artikeldaten aus dem Kundenkorb an Worldline"
"Successful! Test again?","Erfolgreich! Nochmal testen?"
"Test Connection","Verbindung testen"
"Test","Test"
"Testing API URL","API URL testen"
"The current customer isn't authorized.","Der aktuelle Kunde ist nicht autorisiert."
"The payment has failed, please, try again","Die Zahlung ist fehlgeschlagen. Bitte versuchen Sie es erneut. "
"This option should not be turned off if the merchant is based in a EU country","Diese Option sollte nicht deaktiviert werden, wenn der Händler in einem EU-Land ansässig ist."
"This URL must be specified in the worldline admin panel","Diese URL muss im WorldLine-Admin-Bereich angegeben werden."
"This URL must be specified in the Worldline admin panel","Diese URL muss im Worldline-Admin-Bereich angegeben werden."
"Title","Überschrift"
"To retrieve the webhooks credentials, login to the Worldline Back Office.","Um die Webhooks-Zugangsdaten abzurufen, melden Sie sich bitte im Worldline Back Office an."
"Use system value","Systemwert verwenden"
"Visa","Visa"
"Waiting Time","Wartezeit"
"Webhook URL","Webhook-URL"
"Webhook","Webhook"
"Worldline Online Payments configuration is located under the dedicated configuration section.","Die Konfiguration von Worldline Online Payments befindet sich im entsprechenden Konfigurationsbereich."
"Worldline Online Payments","Worldline Online Payments"
"WorldLine refund has failed. Please contact the provider.","WorldLine-Erstattung ist fehlgeschlagen. Bitte kontaktieren Sie den Anbieter."
"Yes","Ja"
"Your payment couldn't be completed, please try again","Ihre Zahlung konnte nicht abgeschlossen werden, bitte versuchen Sie es erneut"
"Please use one of the following extensions : html, htm, dhtml","Bitte verwenden Sie eine der folgenden Erweiterungen : html, htm, dhtml"
"Thank you for your order %1.","Vielen Dank für Ihre Bestellung %1."
"Your order is still being processed and you will receive a confirmation e-mail.","Ihre Bestellung wird noch bearbeitet und Sie erhalten eine Bestätigungs-E-Mail."
"Please <a href=""%1"">Contact us</a> in case you don\'t receive the confirmation within %2 minutes.","Zögern Sie nicht, <a href=""%1"">uns zu kontaktieren</a>, wenn Sie diese E-Mail nicht innerhalb der nächsten %2 Minuten erhalten."
"Waiting for payment confirmation","Warten auf Zahlungsbestätigung"
"Please wait, the payment is being processed...","Bitte warten Sie, die Zahlung wird bearbeitet..."
"The cart isn't active.","The cart is not active."
"Your payment is being processed","Ihre Zahlung wird verarbeitet"
"Order %1 - Check the payment","Bestellen Sie XXXX - Überprüfen Sie die Zahlung"
"Trigger an Authentication for Every Payment","Lösen Sie für jede Zahlung eine Authentifizierung aus"
"Request 3DS Exemption","Fordern Sie eine 3DS-Ausnahme an"
"Enabling this option will make sure the customer performs a “Strong Customer Authentication” and hence enforces a “challenge” 3DS flow.","Durch Aktivieren dieser Option wird sichergestellt, dass der Kunde eine „Strong Customer Authentication“ durchführt und somit einen „Challenge“-3DS-Flow erzwingt."
"Fraud Information","Betrugsinformationen"
Result,Ergebnis
Liability,Haftung
Exemption,Befreiung
Authentication status,Authentifizierungsstatus
"If the setting is enabled and the sum of the order is below 30 euros, the customer won’t be asked to go through 3DS auth.","Wenn die Einstellung aktiviert ist und der Betrag der Bestellung unter 30 Euro liegt, wird der Kunde nicht aufgefordert, die 3DS-Authentifizierung zu durchlaufen."
"About Worldline","Über Worldline"
"Increase conversion rates by offering your customers their preferred methods of payment. Implement the best payment solutions quickly, while addressing key needs such as fraud prevention, data analytics, security, and compliance, whether local or cross-border.","Steigern Sie die Konversionsraten, indem Sie Ihren Kunden die von ihnen bevorzugten Zahlungsarten anbieten. Implementieren Sie schnell die besten Zahlungslösungen und berücksichtigen Sie dabei wichtige Anforderungen wie Betrugsprävention, Datenanalyse, Sicherheit und Compliance, ob lokal oder grenzüberschreitend."
"Create a test account","Ein Testkonto erstellen"
"With a test account, you can develop your website and irrigate our payment system at your own pace. In our test environment, you perform test transactions with the confidence and peace of mind that no transaction is actually going to go through.","Mit einem Testkonto können Sie Ihre Website entwickeln und unser Zahlungssystem in Ihrem eigenen Tempo nutzen. In unserer Testumgebung führen Sie Testtransaktionen durch und haben dabei die Gewissheit, dass keine Transaktion tatsächlich durchgeführt wird."
"Check out documentation","Dokumentation ansehen"
"Browse our API reference, our documentation and keep yourself up to date with the latest payment trends.","Stöbern Sie in unserer API-Referenz, unserer Dokumentation und halten Sie sich über die neuesten Zahlungstrends auf dem Laufenden."
"Visit our support site","Besuchen Sie unsere Support-Site"
"Get in touch","Kontaktieren Sie uns"
"With decades of experience and experts who are specialized in every field, Worldline offers the ideal solution for your company. As a leading innovator, we support the latest payment technology and we can answer all your questions related to your business activities.","Mit jahrzehntelanger Erfahrung und Experten, die auf jeden Bereich spezialisiert sind, bietet Worldline die ideale Lösung für Ihr Unternehmen. Als Innovationsführer unterstützen wir die neuesten Zahlungstechnologien und können Ihnen alle Fragen zu Ihren Geschäftsaktivitäten beantworten."
"Contact our sales team","Kontaktieren Sie unser Vertriebsteam"
"Worldline online payments version %1","Worldline Online-Zahlungen Version %1"
"The latest version of the plugin is %1. Check for any updates.","Die neueste Version des Plugins ist %1. Prüfen Sie, ob es Updates gibt."
"Check for updates","Auf Aktualisierungen prüfen"
"Enable Payment","Zahlung aktivieren"
"Request a new feature","Fordern Sie eine neue Funktion an"
"If you would like to propose a new feature, feel free to fill in the form.","Als u een nieuwe functie wilt voorstellen, vul dan gerust het formulier in."
"The identifier of your Worldline account","Die Kennung Ihres Worldline-Kontos"
"Your company name","Ihr Firmenname"
"Please explain how our payment plugin can be further improved","Bitte erläutern Sie, wie unser Zahlungs-Plugin weiter verbessert werden kann"
"Are you sure you want to do this? All webhook data will be removed.","Sind Sie sicher, dass Sie dies tun möchten? Alle Webhook-Daten werden entfernt."
"Company Name","Firmenname"
"Submit","Einreichen"
"If you want to leave any feature suggestions, feel free to fill in the form.","Als u een nieuwe functie wilt voorstellen, vul dan gerust het formulier in!"
"Message","Nachricht"
"Message","Botschaft"
"Magento Version","Magento-Version"
"Plugin Version","Plugin-Version"
"Please note that 3-D Secure and PWA settings can now be <a href=""%1"">configured globally</a> for all Worldline payment methods. Feel free to review these if needed.","Bitte beachten Sie, dass die 3-D Secure-Einstellungen jetzt global für alle Worldline-Zahlungsmethoden <a href=""%1"">konfiguriert</a> werden können. Fühlen Sie sich frei, diese bei Bedarf zu überprüfen."
"Company Name","Firmenname"
"Submit","Einreichen"
"Enable 3-D Secure Authentication","Aktivieren Sie die 3-D Secure-Authentifizierung"
"Enforce Strong Customer Authentication for Every Payment","Erzwingen Sie eine starke Kundenauthentifizierung für jede Zahlung"
"Request Authentication Exemption for Low-value Baskets","Fordern Sie eine Befreiung von der Authentifizierung für Warenkörbe mit geringem Wert an"
"Click on the link to <a href=""%1"">ignore this notification</a>","Klicken Sie auf den Link zu <a href=""%1"">ignorieren Sie diese Benachrichtigung</a>"
"Activating this option allows the issuer of the customer card to request the 3-D Secure process to be triggered. This means that both the challenge flow (where strong customer authentication is needed) and the frictionless flow (where the issuing bank will take full liability) can be triggered.","Durch Aktivieren dieser Option kann der Aussteller der Kundenkarte die Auslösung des 3-D Secure-Verfahrens anfordern. Das bedeutet, dass sowohl der Challenge-Flow (bei dem eine starke Kundenauthentifizierung erforderlich ist) als auch der Frictionless-Flow (bei dem die ausstellende Bank die volle Haftung übernimmt) ausgelöst werden können."
"Activating this option will request the issuer to always go for a challenge flow during the 3-D Secure process.","Wenn Sie diese Option aktivieren, wird der Aussteller aufgefordert, während des 3-D Secure-Prozesses immer einen Challenge-Flow durchzuführen."
"Activating this option will request to issuer not to request a strong customer authentication for the payment if the value of the basket is below 30 EUR. This exemption can only be requested for EU customers, as it is linked to the PSD2 European regulation. Note that activating this option will transfer the liability to you, as a merchant, in case of fraud.","Durch Aktivieren dieser Option wird der Aussteller aufgefordert, keine starke Kundenauthentifizierung für die Zahlung anzufordern, wenn der Wert des Warenkorbs unter 30 EUR liegt. Diese Ausnahme kann nur für EU-Kunden beantragt werden, da sie mit der europäischen PSD2-Verordnung verknüpft ist. Beachten Sie, dass die Aktivierung dieser Option im Falle eines Betrugs die Haftung auf Sie als Händler überträgt."
